InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
IV2104207,I00005532,TEST 4568,1,27/04/2021," 1,400.00 ",CUS006
IV2104207,I00005533,TEST 4569,2,27/04/2021," 18,000.00 ",CUS006
IV2104207,I00005534,TEST 4570,2,27/04/2021," 23,500.00 ",CUS006
IV2104207,I00005535,TEST 4571,1,27/04/2021," 21,000.00 ",CUS006
IV2104210,I00014266,TEST 4572,1,27/04/2021," 3,000.00 ",CUS006
IV2104215,I00000546,TEST 4573,2,27/04/2021, 20.00 ,CUS075
IV2104215,I0030103,TEST 4574,1,27/04/2021," 1,000.00 ",CUS075
IV2104215,I0040132,TEST 4575,4,27/04/2021," 1,900.00 ",CUS075
IV2104215,I0030443,TEST 4576,1,27/04/2021," 3,000.00 ",CUS075
IV2104215,I00002478,TEST 4577,4,27/04/2021," 3,800.00 ",CUS075
IV2104215,I0030232,TEST 4578,1,27/04/2021," 5,800.00 ",CUS075
IV2104215,I0010069,TEST 4579,2,27/04/2021," 4,800.00 ",CUS075
IV2104215,I00001584,TEST 4580,1,27/04/2021," 8,400.00 ",CUS075
IV2104217,I0020035,TEST 4581,1,27/04/2021," 14,700.00 ",CUS006
IV2104218,I00000428,TEST 4582,1,27/04/2021," 14,250.00 ",CUS003
IV2104219,I0070085,TEST 4583,1,27/04/2021," 142,500.00 ",CUS013
IV2104220,IM0090001,TEST 4584,1,27/04/2021," 1,657,180.00 ",CUS006
IV2104192,I0110007,TEST 4585,2000,28/04/2021, 42.00 ,CUS104
IV2104225,I0020035,TEST 4586,1,28/04/2021," 14,700.00 ",CUS006
IV2104226,I0080273,TEST 4587,4,28/04/2021," 114,750.00 ",CUS003
IV2104228,I0030196,TEST 4588,1,28/04/2021," 2,400.00 ",CUS100
IV2104228,I0060039,TEST 4589,1,28/04/2021," 1,500.00 ",CUS100
IV2104228,I0010446,TEST 4590,1,28/04/2021," 42,000.00 ",CUS100
IV2104228,I0020230,TEST 4591,60,28/04/2021, 100.00 ,CUS100
IV2104228,I0020269,TEST 4592,60,28/04/2021, 110.00 ,CUS100
IV2104229,I0040120,TEST 4593,1,28/04/2021," 22,000.00 ",CUS015
IV2103047,I00013635,TEST 4594,1,29/04/2021," 45,000.00 ",CUS060
IV2103048,I00013636,TEST 4595,1,29/04/2021," 40,000.00 ",CUS060
IV2104237,I010009,TEST 4596,1,29/04/2021," 69,800.00 ",CUS025
IV2104239,I0060053,TEST 4597,1,29/04/2021," 3,600.00 ",CUS012
IV2104239,I00003038,TEST 4598,2,29/04/2021," 1,300.00 ",CUS012
IV2104239,I0010659,TEST 4599,1,29/04/2021," 6,900.00 ",CUS012
IV2104239,I0060107,TEST 4600,1,29/04/2021," 1,400.00 ",CUS012
IV2104239,I0020008,TEST 4601,14,29/04/2021, 120.00 ,CUS012
IV2104239,I0090003,TEST 4602,2,29/04/2021," 27,100.00 ",CUS012
IV2104239,I00000037,TEST 4603,1,29/04/2021," 2,800.00 ",CUS012
IV2104238,I0060003,TEST 4604,2,30/04/2021," 8,280.00 ",CUS001
IV2104238,I0070044,TEST 4605,2,30/04/2021," 7,315.00 ",CUS001
IV2104238,I0060003,TEST 4606,2,30/04/2021," 5,510.00 ",CUS001
IV2104248,IM0020038,TEST 4607,1000,30/04/2021, 80.00 ,CUS012
IV2104248,IM0020038,TEST 4608,1000,30/04/2021, 80.00 ,CUS012
IV2104248,IM0020038,TEST 4609,1000,30/04/2021, 80.00 ,CUS012
IV2104251,I0030153,TEST 4610,390,30/04/2021, 80.00 ,CUS025
IV2104251,I0010312,TEST 4611,2,30/04/2021," 26,000.00 ",CUS025
IV2104251,I0011003,TEST 4612,2,30/04/2021," 27,500.00 ",CUS025
IV2104251,I0011004,TEST 4613,1,30/04/2021," 6,800.00 ",CUS025
IV2104251,I0011005,TEST 4614,1,30/04/2021," 15,300.00 ",CUS025
IV2104251,I0060128,TEST 4615,2,30/04/2021," 2,800.00 ",CUS025
IV2104251,I0030083,TEST 4616,4,30/04/2021," 9,200.00 ",CUS025
IV2104251,I0030084,TEST 4617,4,30/04/2021," 8,000.00 ",CUS025
IV2104251,I0030085,TEST 4618,4,30/04/2021," 2,700.00 ",CUS025
IV2104251,I0060013,TEST 4619,4,30/04/2021, 800.00 ,CUS025
IV2104251,I0060122,TEST 4620,2,30/04/2021," 4,000.00 ",CUS025
IV2104251,I0060123,TEST 4621,2,30/04/2021," 4,800.00 ",CUS025
IV2104251,I0060124,TEST 4622,2,30/04/2021," 4,500.00 ",CUS025
IV2104251,I0060125,TEST 4623,2,30/04/2021," 4,600.00 ",CUS025
IV2104251,I0060126,TEST 4624,4,30/04/2021," 4,300.00 ",CUS025
IV2104251,I0060127,TEST 4625,1,30/04/2021," 2,700.00 ",CUS025
IV2104251,I0011012,TEST 4626,1,30/04/2021," 38,200.00 ",CUS025
IV2104251,I0011013,TEST 4627,1,30/04/2021," 39,600.00 ",CUS025
IV2104251,I0011014,TEST 4628,1,30/04/2021," 39,600.00 ",CUS025
IV2104251,I0060119,TEST 4629,1,30/04/2021," 2,500.00 ",CUS025
IV2104251,I0060120,TEST 4630,2,30/04/2021," 2,900.00 ",CUS025
IV2104251,I0060121,TEST 4631,2,30/04/2021," 2,800.00 ",CUS025
IV2104251,I0011006,TEST 4632,2,30/04/2021," 15,700.00 ",CUS025
IV2104251,I0011007,TEST 4633,2,30/04/2021," 17,700.00 ",CUS025
IV2104251,I0011008,TEST 4634,2,30/04/2021," 19,100.00 ",CUS025
IV2104251,I0011009,TEST 4635,2,30/04/2021," 17,600.00 ",CUS025
IV2104251,I0011010,TEST 4636,2,30/04/2021," 16,600.00 ",CUS025
IV2104251,I0011011,TEST 4637,2,30/04/2021," 16,600.00 ",CUS025
IV2104252,I0010068,TEST 4638,30,30/04/2021, 80.00 ,CUS025
IV2104252,I0020033,TEST 4639,6,30/04/2021, 15.00 ,CUS025
IV2104252,I0020032,TEST 4640,860,30/04/2021, 60.00 ,CUS025
IV2104252,I0010014,TEST 4641,6,30/04/2021, 10.00 ,CUS025
IV2104252,I0020224,TEST 4642,32,30/04/2021, 10.00 ,CUS025
IV2104252,I0020225,TEST 4643,8,30/04/2021, 10.00 ,CUS025
IV2104254,I00003114,TEST 4644,2,30/04/2021," 9,114.00 ",CUS006
IV2011027,I00006213,TEST 4645,1,01/05/2021," 135,000.00 ",CUS003
IV2101209,I0060013,TEST 4646,2,01/05/2021," 3,600.00 ",CUS006
IV2101228,I0010001,TEST 4647,5,01/05/2021," 6,030.00 ",CUS024
IV2101280,I00001525,TEST 4648,1,01/05/2021," 10,900.00 ",CUS025
IV2102035,I0010509,TEST 4649,1,01/05/2021," 20,800.00 ",CUS008
IV2102041,I0010028,TEST 4650,192,01/05/2021," 1,710.00 ",CUS010
IV2102041,I0070006,TEST 4651,192,01/05/2021, 427.50 ,CUS010
IV2102101,I0220014,TEST 4652,18,01/05/2021, 900.00 ,CUS111
IV2102135,II0010002,TEST 4653,2,01/05/2021," 4,750.00 ",CUS001
IV2102164,I0020004,TEST 4654,1,01/05/2021," 10,350.00 ",CUS024
IV2102166,I0020004,TEST 4655,1,01/05/2021," 10,350.00 ",CUS024
IV2102167,I0030090,TEST 4656,1,01/05/2021," 15,030.00 ",CUS024
IV2102179,I0050039,TEST 4657,2,01/05/2021," 3,900.00 ",CUS025
IV2102184,I0060001,TEST 4658,3,01/05/2021," 8,360.00 ",CUS009
IV2102203,I0120012,TEST 4659,8,01/05/2021," 1,200.00 ",CUS016
IV2102203,I0120013,TEST 4660,8,01/05/2021," 1,300.00 ",CUS016
IV2102209,I00012051,TEST 4661,1,01/05/2021," 77,600.00 ",CUS003
IV2103010,I00013724,TEST 4662,1,01/05/2021," 62,080.00 ",CUS003
IV2103186,I0110011,TEST 4663,3000,01/05/2021, 25.00 ,CUS024
IV2103192,I0040001,TEST 4664,150,01/05/2021, 243.68 ,CUS062
IV2103270,I00004883,TEST 4665,1,01/05/2021," 60,800.00 ",CUS003
IV2103328,I0010001,TEST 4666,5,01/05/2021," 6,030.00 ",CUS024
IV2104067,I0160001,TEST 4667,350,01/05/2021, 15.00 ,CUS006
IV2104086,I0110005,TEST 4668,400,01/05/2021, 48.00 ,CUS006
IV2104086,I0050001,TEST 4669,300,01/05/2021, 45.00 ,CUS006
IV2104098,I0010015,TEST 4670,5,01/05/2021," 9,405.00 ",CUS003
IV2104123,I0010015,TEST 4671,2,01/05/2021," 9,900.00 ",CUS012
IV2104134,I0060004,TEST 4672,5,01/05/2021," 1,680.00 ",CUS006
IV2104135,I0020005,TEST 4673,5,01/05/2021," 1,600.00 ",CUS006
IV2104135,I0060005,TEST 4674,5,01/05/2021," 3,840.00 ",CUS006
IV2104152,I0060005,TEST 4675,2,01/05/2021," 4,800.00 ",CUS008
IV2104152,I0010015,TEST 4676,4,01/05/2021," 9,900.00 ",CUS008
IV2104156,I0170002,TEST 4677,1,01/05/2021," 78,850.00 ",CUS001
IV2104163,I0060004,TEST 4678,5,01/05/2021," 2,100.00 ",CUS002
IV2104163,I0060005,TEST 4679,5,01/05/2021," 4,800.00 ",CUS002
IV2104163,I0020005,TEST 4680,5,01/05/2021," 2,000.00 ",CUS002
IV2104166,I0010001,TEST 4681,4,01/05/2021," 6,700.00 ",CUS025
IV2104186,I0060005,TEST 4682,5,01/05/2021," 4,800.00 ",CUS002
IV2104186,I0020005,TEST 4683,3,01/05/2021," 2,000.00 ",CUS002
IV2104186,I0060007,TEST 4684,2,01/05/2021," 2,100.00 ",CUS002
IV2104189,I0110017,TEST 4685,40,01/05/2021, 235.00 ,CUS013
IV2104191,I0160001,TEST 4686,500,01/05/2021, 18.00 ,CUS003
IV2104193,I0160001,TEST 4687,400,01/05/2021, 18.00 ,CUS36
IV2104197,I0010015,TEST 4688,2,01/05/2021," 9,900.00 ",CUS006
IV2104202,I0160001,TEST 4689,500,01/05/2021, 18.00 ,CUS005
IV2104214,I0150001,TEST 4690,75,01/05/2021," 1,450.00 ",CUS04
IV2104230,I00003119,TEST 4691,1500,01/05/2021, 187.00 ,CUS013
IV2012145,I0060005,TEST 4692,10,05/05/2021," 4,800.00 ",CUS054
IV2012145,I0010015,TEST 4693,3,05/05/2021," 9,900.00 ",CUS054
IV2101192,I0020002,TEST 4694,249,05/05/2021, 100.00 ,CUS006
IV2101192,I0020001,TEST 4695,5,05/05/2021, 100.00 ,CUS006
IV2101192,I00001449,TEST 4696,1,05/05/2021," 28,000.00 ",CUS006
IV2102024,I0010004,TEST 4697,4,05/05/2021," 3,100.00 ",CUS001
IV2102032,I00000022,TEST 4698,4,05/05/2021," 8,900.00 ",CUS015
IV2102211,I00000022,TEST 4699,2,05/05/2021," 8,900.00 ",CUS015
IV2103058,I0010015,TEST 4700,6,05/05/2021," 9,900.00 ",CUS054
IV2103058,I0010016,TEST 4701,3,05/05/2021," 7,200.00 ",CUS054
IV2103073,I0060005,TEST 4702,4,05/05/2021," 4,320.00 ",CUS010
IV2103073,I0060004,TEST 4703,4,05/05/2021," 1,890.00 ",CUS010
IV2103073,I0020005,TEST 4704,4,05/05/2021," 1,800.00 ",CUS010
IV2103073,I0020005,TEST 4705,4,05/05/2021, 144.00 ,CUS010
IV2103073,I0010001,TEST 4706,4,05/05/2021, 360.00 ,CUS010
IV2103073,I0010015,TEST 4707,2,05/05/2021," 8,910.00 ",CUS010
IV2103073,I0010016,TEST 4708,1,05/05/2021," 6,480.00 ",CUS010
IV2103269,I0010015,TEST 4709,2,05/05/2021," 9,900.00 ",CUS060
IV2103269,I0010016,TEST 4710,1,05/05/2021," 7,200.00 ",CUS060
IV2103294,I0010015,TEST 4711,4,05/05/2021," 9,900.00 ",CUS001
IV2103294,I0010016,TEST 4712,4,05/05/2021," 7,200.00 ",CUS001
IV2103294,I0060005,TEST 4713,3,05/05/2021," 4,800.00 ",CUS001
IV2104002,I0020005,TEST 4714,6,05/05/2021," 2,000.00 ",CUS005
IV2104002,I0010015,TEST 4715,6,05/05/2021," 9,900.00 ",CUS005
IV2104078,I00002868,TEST 4716,1500,05/05/2021, 50.00 ,CUS054
IV2104091,I0060005,TEST 4717,3,05/05/2021," 4,800.00 ",CUS007
IV2104091,I0060004,TEST 4718,2,05/05/2021," 2,100.00 ",CUS007
IV2104091,I0020005,TEST 4719,2,05/05/2021," 2,000.00 ",CUS007
IV2104091,I0010015,TEST 4720,3,05/05/2021," 9,900.00 ",CUS007
IV2104091,I0010100,TEST 4721,3,05/05/2021," 5,300.00 ",CUS007
IV2104091,I0010140,TEST 4722,3,05/05/2021," 3,700.00 ",CUS007
IV2104091,I0010016,TEST 4723,3,05/05/2021," 7,200.00 ",CUS007
IV2104184,I0060004,TEST 4724,5,05/05/2021," 1,995.00 ",CUS005
IV2104194,I0010015,TEST 4725,4,05/05/2021," 9,405.00 ",CUS001
IV2104224,I0160001,TEST 4726,275,05/05/2021, 18.00 ,CUS007
IV2104234,I0170001,TEST 4727,1,05/05/2021," 90,000.00 ",CUS133
IV2104234,I0020007,TEST 4728,10,05/05/2021, 500.00 ,CUS133
IV2104236,I0160001,TEST 4729,500,05/05/2021, 18.00 ,CUS104
IV2104253,I0160001,TEST 4730,100,05/05/2021, 18.00 ,CUS007
IV2105005,I0160001,TEST 4731,525,05/05/2021, 12.00 ,CUS063
IV2105006,I0160001,TEST 4732,200,05/05/2021, 18.00 ,CUS001
IV2105012,I0030053,TEST 4733,1,05/05/2021," 7,400.00 ",CUS015
IV2105012,I010027,TEST 4734,1,05/05/2021," 13,800.00 ",CUS015
IV2105012,I010109,TEST 4735,1,05/05/2021," 160,000.00 ",CUS015
IV2105012,I00005509,TEST 4736,1,05/05/2021," 9,500.00 ",CUS015
IV2105013,I00005853,TEST 4737,1,05/05/2021," 60,700.00 ",CUS021
IV2105013,I0060004,TEST 4738,2,05/05/2021," 2,100.00 ",CUS021
IV2105013,I0060005,TEST 4739,2,05/05/2021," 4,800.00 ",CUS021
IV2105013,I00013586,TEST 4740,1,05/05/2021," 47,600.00 ",CUS021
IV2105013,IK0010012,TEST 4741,1,05/05/2021, 140.00 ,CUS021
IV2105013,I00000218,TEST 4742,1,05/05/2021, 45.00 ,CUS021
IV2105013,I00005861,TEST 4743,4,05/05/2021, 700.00 ,CUS021
IV2105013,I00004704,TEST 4744,1,05/05/2021," 12,000.00 ",CUS021
IV2105013,I0070077,TEST 4745,2,05/05/2021," 1,600.00 ",CUS021
IV2105013,I00014679,TEST 4746,2,05/05/2021, 500.00 ,CUS021
IV2105015,I0020102,TEST 4747,1,05/05/2021," 10,925.00 ",CUS013
IV2104101,I0110012,TEST 4748,600,06/05/2021, 38.00 ,CUS108
IV2105003,I0110021,TEST 4749,500,06/05/2021, 55.00 ,CUS027
IV2105004,I0110012,TEST 4750,525,06/05/2021, 32.00 ,CUS063
IV2105019,I0010067,TEST 4751,1,06/05/2021," 54,500.00 ",CUS015
IV2105022,I010047,TEST 4752,1,06/05/2021," 137,750.00 ",CUS001
IV2105025,I0030036,TEST 4753,2,06/05/2021," 6,400.00 ",CUS055
IV2105027,I0080031,TEST 4754,1,06/05/2021," 59,850.00 ",CUS024
IV2012229,I0020048,TEST 4755,1,07/05/2021," 617,100.00 ",CUS013
IV2102131,I0010003,TEST 4756,6,07/05/2021," 12,000.00 ",CUS013
IV2103026,I0030117,TEST 4757,1,07/05/2021," 3,500.00 ",CUS098
IV2103199,I0060008,TEST 4758,4,07/05/2021," 1,995.00 ",CUS012
IV2104105,I00008596,TEST 4759,1,07/05/2021, 833.00 ,CUS006
IV2104176,I0030117,TEST 4760,1,07/05/2021," 3,500.00 ",CUS098
IV2105030,I00006065,TEST 4761,1,07/05/2021," 206,200.00 ",CUS025
IV2105033,I00005348,TEST 4762,1,07/05/2021," 200,000.00 ",CUS002
IV2105042,I0160001,TEST 4763,250,07/05/2021, 18.00 ,CUS010
IV2105044,I0070006,TEST 4764,1,07/05/2021," 13,300.00 ",CUS006
IV2105045,I0010048,TEST 4765,1,07/05/2021," 7,500.00 ",CUS006
IV2105046,I0160001,TEST 4766,500,07/05/2021, 18.00 ,CUS006
IV2105048,I0070010,TEST 4767,2,07/05/2021," 19,100.00 ",CUS007
IV2101239,I0010226,TEST 4768,1,10/05/2021," 5,600.00 ",CUS009
IV2101239,I00005790,TEST 4769,10,10/05/2021," 7,000.00 ",CUS009
IV2101239,I0020002,TEST 4770,60,10/05/2021, 70.00 ,CUS009
IV2101268,I0010107,TEST 4771,10,10/05/2021," 12,350.00 ",CUS013
IV2101271,I00004953,TEST 4772,2,10/05/2021," 14,725.00 ",CUS013
IV2101271,I0030293,TEST 4773,4,10/05/2021, 332.50 ,CUS013
IV2101271,I00005060,TEST 4774,1,10/05/2021," 21,375.00 ",CUS013
IV2102156,I0030127,TEST 4775,1,10/05/2021," 4,400.00 ",CUS009
IV2102181,I0080044,TEST 4776,2,10/05/2021," 9,975.00 ",CUS013
IV2102181,I0080045,TEST 4777,2,10/05/2021," 8,360.00 ",CUS013
IV2102214,I0060001,TEST 4778,3,10/05/2021," 8,360.00 ",CUS009
IV2102250,I0060001,TEST 4779,4,10/05/2021," 8,360.00 ",CUS009
IV2103050,I00004704,TEST 4780,1,10/05/2021," 12,000.00 ",CUS021
IV2103050,I00004708,TEST 4781,1,10/05/2021, 800.00 ,CUS021
IV2103050,I00004709,TEST 4782,2,10/05/2021, 800.00 ,CUS021
IV2103063,I0030210,TEST 4783,1,10/05/2021," 3,500.00 ",CUS006
IV2103065,I0030002,TEST 4784,4,10/05/2021, 735.00 ,CUS006
IV2103066,I0030859,TEST 4785,1,10/05/2021," 1,800.00 ",CUS006
IV2103113,I0010003,TEST 4786,12,10/05/2021," 12,000.00 ",CUS013
IV2103172,I0040003,TEST 4787,25,10/05/2021, 140.00 ,CUS103
IV2103172,I0040008,TEST 4788,40,10/05/2021, 520.00 ,CUS103
IV2103197,I0010056,TEST 4789,1,10/05/2021," 7,125.00 ",CUS012
IV2103198,I0020004,TEST 4790,4,10/05/2021," 1,900.00 ",CUS012
IV2103221,I0030776,TEST 4791,1,10/05/2021," 14,000.00 ",CUS006
IV2104160,I0110008,TEST 4792,1500,10/05/2021, 30.00 ,CUS012
IV2104223,I0040006,TEST 4793,200,10/05/2021, 150.00 ,CUS001
IV2104250,I0020002,TEST 4794,8,10/05/2021, 59.50 ,CUS36
IV2104250,I00005249,TEST 4795,2,10/05/2021, 59.50 ,CUS36
IV2104250,I0060005,TEST 4796,2,10/05/2021," 4,080.00 ",CUS36
IV2104250,I0010015,TEST 4797,4,10/05/2021," 8,415.00 ",CUS36
IV2104250,I0010003,TEST 4798,9,10/05/2021," 10,200.00 ",CUS36
IV2104250,I00009763,TEST 4799,1,10/05/2021," 22,100.00 ",CUS36
IV2104250,I00009762,TEST 4800,1,10/05/2021," 32,725.00 ",CUS36
IV2104250,I0030009,TEST 4801,2,10/05/2021, 425.00 ,CUS36
IV2104250,I0010001,TEST 4802,2,10/05/2021, 340.00 ,CUS36
IV2104250,I0060004,TEST 4803,2,10/05/2021," 1,785.00 ",CUS36
IV2104250,I0020005,TEST 4804,2,10/05/2021," 1,700.00 ",CUS36
IV2104250,I0010016,TEST 4805,2,10/05/2021," 6,120.00 ",CUS36
IV2104250,I0010004,TEST 4806,4,10/05/2021," 2,635.00 ",CUS36
IV2105016,I0160001,TEST 4807,250,10/05/2021, 18.00 ,CUS005
IV2105039,I0010002,TEST 4808,1,10/05/2021," 58,520.00 ",CUS013
IV2105047,I0110017,TEST 4809,60,10/05/2021, 237.00 ,CUS019
IV2105049,I0110017,TEST 4810,500,10/05/2021, 235.00 ,CUS063
IV2105050,I0160001,TEST 4811,350,10/05/2021, 18.00 ,CUS003
IV2105051,I0110016,TEST 4812,800,10/05/2021, 250.00 ,CUS003
IV2105053,I0160001,TEST 4813,3000,10/05/2021, 9.50 ,CUS044
IV2105054,I0060005,TEST 4814,2,10/05/2021," 4,080.00 ",CUS36
IV2105054,I0030002,TEST 4815,2,10/05/2021, 637.50 ,CUS36
IV2105054,I0030003,TEST 4816,2,10/05/2021," 1,105.00 ",CUS36
IV2105054,I0010002,TEST 4817,2,10/05/2021," 3,230.00 ",CUS36
IV2105054,I0020035,TEST 4818,4,10/05/2021, 12.75 ,CUS36
IV2105054,I00003540,TEST 4819,4,10/05/2021, 25.50 ,CUS36
IV2105054,I0050003,TEST 4820,2,10/05/2021," 22,950.00 ",CUS36
IV2105054,I0010074,TEST 4821,6,10/05/2021, 595.00 ,CUS36
IV2105054,I0020217,TEST 4822,2,10/05/2021, 136.00 ,CUS36
IV2105054,I0170002,TEST 4823,2,10/05/2021," 70,550.00 ",CUS36
IV2105054,I0010024,TEST 4824,4,10/05/2021," 14,790.00 ",CUS36
IV2105054,I0010004,TEST 4825,4,10/05/2021," 2,635.00 ",CUS36
IV2105054,I0020006,TEST 4826,8,10/05/2021, 425.00 ,CUS36
IV2105054,I0010003,TEST 4827,2,10/05/2021," 3,060.00 ",CUS36
IV2105054,I0090001,TEST 4828,4,10/05/2021," 2,975.00 ",CUS36
IV2105054,I0010016,TEST 4829,2,10/05/2021," 6,120.00 ",CUS36
IV2105054,I0010010,TEST 4830,2,10/05/2021," 3,995.00 ",CUS36
IV2105054,I0020007,TEST 4831,4,10/05/2021, 212.50 ,CUS36
IV2105054,I0010004,TEST 4832,4,10/05/2021, 850.00 ,CUS36
IV2105054,I0020005,TEST 4833,2,10/05/2021," 1,700.00 ",CUS36
IV2105055,I0030117,TEST 4834,1,10/05/2021," 3,500.00 ",CUS098
IV2105056,I0020067,TEST 4835,1,10/05/2021," 8,930.00 ",CUS136
IV2105056,I0010221,TEST 4836,2,10/05/2021," 8,170.00 ",CUS136
IV2105056,I0010029,TEST 4837,1,10/05/2021," 14,250.00 ",CUS136
IV2105056,I0010030,TEST 4838,1,10/05/2021," 14,250.00 ",CUS136
IV2105056,I0010506,TEST 4839,1,10/05/2021," 52,725.00 ",CUS136
IV2105056,I0010019,TEST 4840,48,10/05/2021, 161.50 ,CUS136
IV2105056,I0020007,TEST 4841,19,10/05/2021, 475.00 ,CUS136
IV2105056,I0010025,TEST 4842,1,10/05/2021," 13,300.00 ",CUS136
IV2105056,I0010026,TEST 4843,1,10/05/2021," 13,300.00 ",CUS136
IV2105056,I0010992,TEST 4844,1,10/05/2021," 25,650.00 ",CUS136
IV2105056,I0010993,TEST 4845,1,10/05/2021," 25,650.00 ",CUS136
IV2105056,I0090002,TEST 4846,2,10/05/2021," 5,890.00 ",CUS136
IV2105056,I0090037,TEST 4847,2,10/05/2021," 8,170.00 ",CUS136
IV2105059,I00003483,TEST 4848,2,10/05/2021," 11,564.00 ",CUS006
IV2105063,I0010031,TEST 4849,1828,10/05/2021," 1,980.00 ",CUS007
IV2105066,I0060005,TEST 4850,10,11/05/2021," 4,800.00 ",CUS054
IV2105066,I0060004,TEST 4851,10,11/05/2021," 2,100.00 ",CUS054
IV2105067,I00001755,TEST 4852,1,11/05/2021," 950,000.00 ",CUS004
IV2105069,I0110009,TEST 4853,40,11/05/2021," 1,910.00 ",CUS117
IV2105070,I00013586,TEST 4854,1,11/05/2021," 30,400.00 ",CUS018
IV2101275,I0110003,TEST 4855,60,12/05/2021, 680.00 ,CUS004
IV2102078,I0070011,TEST 4856,24,12/05/2021," 1,235.00 ",CUS050
IV2102078,I0060018,TEST 4857,5,12/05/2021," 7,790.00 ",CUS050
IV2102078,I0170008,TEST 4858,1,12/05/2021," 207,000.00 ",CUS050
IV2102078,I0040011,TEST 4859,1,12/05/2021," 68,400.00 ",CUS050
IV2102207,I0010031,TEST 4860,2,12/05/2021, 800.00 ,CUS023
IV2102207,I00002974,TEST 4861,12,12/05/2021, 500.00 ,CUS023
IV2102207,I00002973,TEST 4862,8,12/05/2021, 80.00 ,CUS023
IV2102207,I00004264,TEST 4863,2,12/05/2021," 1,900.00 ",CUS023
IV2102207,I00002866,TEST 4864,5,12/05/2021, 900.00 ,CUS023
IV2102207,I0010036,TEST 4865,192,12/05/2021," 1,600.00 ",CUS023
IV2102207,I010174,TEST 4866,1,12/05/2021," 5,700.00 ",CUS023
IV2102207,I00005585,TEST 4867,1,12/05/2021," 56,100.00 ",CUS023
IV2102226,I0010538,TEST 4868,1,12/05/2021," 1,100.00 ",CUS007
IV2102226,I0010539,TEST 4869,1,12/05/2021," 4,700.00 ",CUS007
IV2102226,I0010536,TEST 4870,1,12/05/2021," 4,700.00 ",CUS007
IV2102226,I0010537,TEST 4871,1,12/05/2021," 1,100.00 ",CUS007
IV2103012,I00005926,TEST 4872,1,12/05/2021," 23,800.00 ",CUS001
IV2103059,I0010025,TEST 4873,16,12/05/2021," 4,940.00 ",CUS009
IV2103175,I0020004,TEST 4874,2,12/05/2021," 14,200.00 ",CUS001
IV2103206,I0010002,TEST 4875,32,12/05/2021," 2,500.00 ",CUS009
IV2103316,I0010001,TEST 4876,2,12/05/2021, 400.00 ,CUS035
IV2103316,I0030009,TEST 4877,2,12/05/2021, 500.00 ,CUS035
IV2103329,I00000630,TEST 4878,5,12/05/2021," 1,400.00 ",CUS029
IV2103335,I0030102,TEST 4879,2,12/05/2021," 5,300.00 ",CUS007
IV2104125,I0010015,TEST 4880,2,12/05/2021," 9,900.00 ",CUS007
IV2104174,I010064,TEST 4881,1,12/05/2021," 2,400.00 ",CUS069
IV2104174,I010007,TEST 4882,1,12/05/2021," 2,700.00 ",CUS069
IV2104249,I0010001,TEST 4883,2,12/05/2021," 6,365.00 ",CUS001
IV2105010,I0010001,TEST 4884,2,12/05/2021," 6,365.00 ",CUS001
IV2105018,I0110030,TEST 4885,60,12/05/2021, 252.20 ,CUS009
IV2105057,I0110003,TEST 4886,600,12/05/2021, 225.00 ,CUS007
IV2105060,I0010048,TEST 4887,1,12/05/2021," 7,125.00 ",CUS001
IV2105060,I0020005,TEST 4888,5,12/05/2021, 152.00 ,CUS001
IV2105061,I0160001,TEST 4889,200,12/05/2021, 18.00 ,CUS007
IV2105062,I0020008,TEST 4890,8,12/05/2021, 120.00 ,CUS007
IV2105062,I0020006,TEST 4891,8,12/05/2021, 500.00 ,CUS007
IV2105065,I0110009,TEST 4892,750,12/05/2021, 43.00 ,CUS011
IV2105073,I00005571,TEST 4893,1,12/05/2021," 430,000.00 ",CUS007
IV2105074,I0010007,TEST 4894,1,12/05/2021," 3,200.00 ",CUS005
IV2105075,I0050041,TEST 4895,1,12/05/2021," 4,410.00 ",CUS006
IV2105076,I0030163,TEST 4896,1,12/05/2021," 99,960.00 ",CUS006
IV2105077,I0050085,TEST 4897,1,12/05/2021," 50,000.00 ",CUS006
IV2105077,I0050067,TEST 4898,1,12/05/2021," 54,000.00 ",CUS006
IV2105082,I0020035,TEST 4899,2,12/05/2021, 30.00 ,CUS013
IV2105082,I0060009,TEST 4900,2,12/05/2021," 11,300.00 ",CUS013
IV2105082,I0010181,TEST 4901,2,12/05/2021," 4,000.00 ",CUS013
IV2105082,I00006079,TEST 4902,1,12/05/2021," 3,900.00 ",CUS013
IV2105082,I00006080,TEST 4903,1,12/05/2021," 6,400.00 ",CUS013
IV2105082,I0010003,TEST 4904,9,12/05/2021," 12,000.00 ",CUS013
IV2105082,I0010084,TEST 4905,2,12/05/2021," 27,000.00 ",CUS013
IV2105082,I00004005,TEST 4906,2,12/05/2021," 12,000.00 ",CUS013
IV2105082,I00000624,TEST 4907,2,12/05/2021," 27,000.00 ",CUS013
IV2105082,I0020003,TEST 4908,4,12/05/2021, 100.00 ,CUS013
IV2105082,I00000826,TEST 4909,4,12/05/2021, 160.00 ,CUS013
IV2105082,I0060010,TEST 4910,2,12/05/2021," 2,700.00 ",CUS013
IV2105083,I0060009,TEST 4911,2,12/05/2021," 11,300.00 ",CUS013
